district,dt,future_dt,temp,feels_like,pressure,humidity,dew_point,clouds,uvi,visibility,wind_speed,wind_gust,wind_deg,pop,rain_1h,snow_1h,weather_id,weather_main,weather_description,weather_icon
Dublin 1,2025-02-22 11:02:58,2025-02-22 21:00:00,279.24,276.92,1015,89,277.16,4,0.0,10000,3.06,4.33,179,0.0,,,800,Clear,clear sky,01n
Dublin 1,2025-02-22 11:02:58,2025-02-22 22:00:00,279.64,277.18,1015,85,276.93,29,0.0,10000,3.41,7.88,190,0.0,,,802,Clouds,scattered clouds,03n
Dublin 1,2025-02-22 11:02:58,2025-02-22 23:00:00,279.66,277.07,1015,82,276.32,29,0.0,10000,3.64,8.31,187,0.0,,,802,Clouds,scattered clouds,03n
Dublin 1,2025-02-22 11:02:58,2025-02-23 00:00:00,280.12,277.25,1014,81,276.66,38,0.0,10000,4.36,9.55,172,0.0,,,802,Clouds,scattered clouds,03n
Dublin 1,2025-02-22 11:02:58,2025-02-23 01:00:00,280.64,277.56,1013,79,276.89,100,0.0,10000,5.09,12.75,178,0.0,,,804,Clouds,overcast clouds,04n
Dublin 1,2025-02-22 11:02:58,2025-02-23 02:00:00,281.64,278.33,1012,76,277.26,100,0.0,10000,6.42,15.51,177,0.0,,,804,Clouds,overcast clouds,04n
Dublin 1,2025-02-22 11:02:58,2025-02-23 03:00:00,282.3,278.73,1011,76,277.92,100,0.0,10000,7.95,17.99,180,0.0,,,804,Clouds,overcast clouds,04n
Dublin 1,2025-02-22 11:02:58,2025-02-23 04:00:00,282.8,279.07,1009,75,278.18,100,0.0,10000,9.22,20.22,181,0.0,,,804,Clouds,overcast clouds,04n
Dublin 1,2025-02-22 11:02:58,2025-02-23 05:00:00,283.07,279.18,1008,73,278.1,100,0.0,10000,10.36,21.64,184,0.0,,,804,Clouds,overcast clouds,04n
Dublin 1,2025-02-22 11:02:58,2025-02-23 06:00:00,283.07,278.96,1007,75,278.39,100,0.0,10000,11.46,22.46,188,0.0,,,804,Clouds,overcast clouds,04n
Dublin 1,2025-02-22 11:02:58,2025-02-23 07:00:00,282.88,278.79,1005,81,279.27,100,0.0,10000,11.05,21.34,179,0.93,,,500,Rain,light rain,10n
Dublin 1,2025-02-22 11:02:58,2025-02-23 08:00:00,282.91,279.05,1004,85,280.17,100,0.01,10000,9.98,22.58,178,1.0,,,500,Rain,light rain,10d
Dublin 1,2025-02-22 11:02:58,2025-02-23 09:00:00,283.3,282.62,1003,86,280.7,100,0.07,10000,10.2,21.5,181,1.0,,,500,Rain,light rain,10d
Dublin 1,2025-02-22 11:02:58,2025-02-23 10:00:00,283.84,283.24,1002,87,281.36,100,0.07,6602,10.32,23.2,183,1.0,,,501,Rain,moderate rain,10d
Dublin 1,2025-02-22 11:02:58,2025-02-23 11:00:00,284.39,283.82,1002,86,281.77,100,0.14,9818,10.28,22.97,189,1.0,,,501,Rain,moderate rain,10d
Dublin 1,2025-02-22 11:02:58,2025-02-23 12:00:00,284.96,284.47,1001,87,282.37,100,0.15,10000,10.14,23.65,191,1.0,,,501,Rain,moderate rain,10d
Dublin 1,2025-02-22 11:02:58,2025-02-23 13:00:00,285.13,284.71,1000,89,282.88,100,0.24,10000,9.45,23.33,195,1.0,,,500,Rain,light rain,10d
Dublin 1,2025-02-22 11:02:58,2025-02-23 14:00:00,285.11,284.71,1001,90,282.99,100,0.13,4607,9.13,19.61,209,1.0,,,501,Rain,moderate rain,10d
Dublin 1,2025-02-22 11:02:58,2025-02-23 15:00:00,284.18,283.58,1001,86,281.52,100,0.06,10000,8.35,16.25,217,1.0,,,501,Rain,moderate rain,10d
Dublin 1,2025-02-22 11:02:58,2025-02-23 16:00:00,284.19,283.52,1001,83,281.08,100,0.1,10000,8.5,16.2,211,0.8,,,804,Clouds,overcast clouds,04d
Dublin 1,2025-02-22 11:02:58,2025-02-23 17:00:00,283.78,283.07,1002,83,280.68,98,0.0,10000,8.78,16.12,215,0.8,,,804,Clouds,overcast clouds,04d
Dublin 1,2025-02-22 11:02:58,2025-02-23 18:00:00,283.3,282.54,1002,83,280.19,95,0.0,10000,8.75,16.25,214,0.8,,,804,Clouds,overcast clouds,04n
Dublin 1,2025-02-22 11:02:58,2025-02-23 19:00:00,282.92,279.32,1003,84,279.82,0,0.0,10000,8.84,16.27,212,0.0,,,800,Clear,clear sky,01n
Dublin 1,2025-02-22 11:02:58,2025-02-23 20:00:00,282.71,279.11,1003,83,279.62,43,0.0,10000,8.57,15.83,210,0.0,,,802,Clouds,scattered clouds,03n
Dublin 1,2025-02-22 11:02:58,2025-02-23 21:00:00,282.37,278.73,1003,83,279.2,26,0.0,10000,8.3,15.76,214,0.0,,,802,Clouds,scattered clouds,03n
Dublin 1,2025-02-22 11:02:58,2025-02-23 22:00:00,281.95,278.17,1004,83,278.91,17,0.0,10000,8.35,15.77,212,0.0,,,801,Clouds,few clouds,02n
Dublin 1,2025-02-22 11:02:58,2025-02-23 23:00:00,281.66,277.94,1004,84,278.62,13,0.0,10000,7.8,15.53,218,0.0,,,801,Clouds,few clouds,02n
Dublin 1,2025-02-22 11:02:58,2025-02-24 00:00:00,281.42,277.61,1004,84,278.43,9,0.0,10000,7.86,15.43,218,0.0,,,800,Clear,clear sky,01n
Dublin 1,2025-02-22 11:02:58,2025-02-24 01:00:00,281.16,277.52,1004,84,278.17,0,0.0,10000,7.03,14.95,222,0.0,,,800,Clear,clear sky,01n
Dublin 1,2025-02-22 11:02:58,2025-02-24 02:00:00,281.01,277.29,1005,83,277.84,30,0.0,10000,7.14,14.89,223,0.0,,,802,Clouds,scattered clouds,03n
Dublin 1,2025-02-22 11:02:58,2025-02-24 03:00:00,280.92,277.19,1005,82,277.62,53,0.0,10000,7.09,14.66,228,0.0,,,803,Clouds,broken clouds,04n
Dublin 1,2025-02-22 11:02:58,2025-02-24 04:00:00,280.45,276.84,1005,84,277.46,41,0.0,10000,6.35,13.96,230,0.0,,,802,Clouds,scattered clouds,03n
Dublin 1,2025-02-22 11:02:58,2025-02-24 05:00:00,280.28,276.64,1006,84,277.38,33,0.0,10000,6.29,13.86,232,0.0,,,802,Clouds,scattered clouds,03n
Dublin 1,2025-02-22 11:02:58,2025-02-24 06:00:00,280.13,276.48,1006,84,277.24,29,0.0,10000,6.21,13.77,232,0.0,,,802,Clouds,scattered clouds,03n
Dublin 1,2025-02-22 11:02:58,2025-02-24 07:00:00,279.99,276.29,1006,84,277.08,3,0.0,10000,6.24,13.65,230,0.0,,,800,Clear,clear sky,01n
Dublin 1,2025-02-22 11:02:58,2025-02-24 08:00:00,280.03,276.44,1007,84,277.03,11,0.09,10000,5.99,13.56,233,0.0,,,801,Clouds,few clouds,02d
Dublin 1,2025-02-22 11:02:58,2025-02-24 09:00:00,280.84,277.59,1007,81,277.41,15,0.33,10000,5.66,12.56,233,0.0,,,801,Clouds,few clouds,02d
Dublin 1,2025-02-22 11:02:58,2025-02-24 10:00:00,281.97,279.22,1008,78,278.01,13,0.64,10000,5.12,11.2,234,0.0,,,801,Clouds,few clouds,02d
Dublin 1,2025-02-22 12:03:53,2025-02-22 12:00:00,284.59,283.72,1010,74,280.13,40,1.13,10000,5.92,9.3,246,0.0,,,802,Clouds,scattered clouds,03d
Dublin 1,2025-02-22 12:03:53,2025-02-22 13:00:00,284.49,283.56,1010,72,279.63,33,1.14,10000,5.98,9.04,250,0.0,,,802,Clouds,scattered clouds,03d
Dublin 1,2025-02-22 12:03:53,2025-02-22 14:00:00,284.49,283.51,1010,70,279.22,27,0.92,10000,5.6,8.79,248,0.0,,,802,Clouds,scattered clouds,03d
Dublin 1,2025-02-22 12:03:53,2025-02-22 15:00:00,284.44,283.43,1011,69,278.97,20,0.6,10000,5.01,8.84,243,0.0,,,801,Clouds,few clouds,02d
Dublin 1,2025-02-22 12:03:53,2025-02-22 16:00:00,283.99,282.96,1012,70,278.74,13,0.28,10000,4.47,8.47,240,0.0,,,801,Clouds,few clouds,02d
Dublin 1,2025-02-22 12:03:53,2025-02-22 17:00:00,282.72,280.66,1013,75,278.01,6,0.0,10000,3.93,8.51,229,0.0,,,800,Clear,clear sky,01d
Dublin 1,2025-02-22 12:03:53,2025-02-22 18:00:00,280.9,278.66,1014,81,277.54,5,0.0,10000,3.5,8.41,221,0.0,,,800,Clear,clear sky,01n
Dublin 1,2025-02-22 12:03:53,2025-02-22 19:00:00,279.95,277.79,1014,87,277.43,11,0.0,10000,3.04,7.43,206,0.0,,,801,Clouds,few clouds,02n
Dublin 1,2025-02-22 12:03:53,2025-02-22 20:00:00,279.57,277.32,1014,88,277.25,5,0.0,10000,3.06,4.99,185,0.0,,,800,Clear,clear sky,01n
Dublin 1,2025-02-22 12:03:53,2025-02-22 21:00:00,279.36,277.12,1014,89,277.24,6,0.0,10000,2.99,4.11,181,0.0,,,800,Clear,clear sky,01n
Dublin 1,2025-02-22 12:03:53,2025-02-22 22:00:00,279.81,277.33,1014,83,276.77,11,0.0,10000,3.51,7.95,188,0.0,,,801,Clouds,few clouds,02n
Dublin 1,2025-02-22 12:03:53,2025-02-22 23:00:00,279.74,277.23,1014,80,276.17,24,0.0,10000,3.53,7.7,178,0.0,,,801,Clouds,few clouds,02n
Dublin 1,2025-02-22 12:03:53,2025-02-23 00:00:00,279.93,277.02,1013,81,276.49,22,0.0,10000,4.34,9.81,176,0.0,,,801,Clouds,few clouds,02n
Dublin 1,2025-02-22 12:03:53,2025-02-23 01:00:00,280.62,277.64,1013,80,276.92,99,0.0,10000,4.84,11.74,175,0.0,,,804,Clouds,overcast clouds,04n
Dublin 1,2025-02-22 12:03:53,2025-02-23 02:00:00,281.49,278.17,1012,78,277.41,99,0.0,10000,6.32,15.28,177,0.0,,,804,Clouds,overcast clouds,04n
Dublin 1,2025-02-22 12:03:53,2025-02-23 03:00:00,282.28,278.66,1010,76,277.93,99,0.0,10000,8.13,18.21,180,0.0,,,804,Clouds,overcast clouds,04n
Dublin 1,2025-02-22 12:03:53,2025-02-23 04:00:00,282.91,279.22,1009,74,278.19,100,0.0,10000,9.18,20.51,184,0.0,,,804,Clouds,overcast clouds,04n
Dublin 1,2025-02-22 12:03:53,2025-02-23 05:00:00,282.83,278.93,1007,77,278.51,100,0.0,10000,10.02,21.09,187,0.2,,,500,Rain,light rain,10n
Dublin 1,2025-02-22 12:03:53,2025-02-23 06:00:00,282.56,278.31,1006,79,278.66,100,0.0,10000,11.3,23.13,185,0.29,,,500,Rain,light rain,10n
Dublin 1,2025-02-22 12:03:53,2025-02-23 07:00:00,282.67,278.44,1005,82,279.39,100,0.0,10000,11.4,23.02,180,0.6,,,500,Rain,light rain,10n
Dublin 1,2025-02-22 12:03:53,2025-02-23 08:00:00,282.96,278.98,1003,86,280.39,100,0.01,7015,10.61,23.62,182,1.0,,,501,Rain,moderate rain,10d
Dublin 1,2025-02-22 12:03:53,2025-02-23 09:00:00,283.59,282.96,1002,87,281.04,100,0.07,8211,10.26,22.71,186,1.0,,,501,Rain,moderate rain,10d
Dublin 1,2025-02-22 12:03:53,2025-02-23 10:00:00,284.06,283.48,1001,87,281.55,100,0.07,6716,10.14,22.17,186,1.0,,,501,Rain,moderate rain,10d
Dublin 1,2025-02-22 12:03:53,2025-02-23 11:00:00,284.55,283.99,1001,86,281.91,100,0.14,6821,10.25,23.15,192,1.0,,,501,Rain,moderate rain,10d
Dublin 1,2025-02-22 12:03:53,2025-02-23 12:00:00,284.99,284.5,1000,87,282.5,100,0.15,10000,9.9,23.96,193,1.0,,,501,Rain,moderate rain,10d
Dublin 1,2025-02-22 12:03:53,2025-02-23 13:00:00,285.14,284.69,1000,88,282.75,100,0.24,10000,11.62,20.24,209,1.0,,,501,Rain,moderate rain,10d
Dublin 1,2025-02-22 12:03:53,2025-02-23 14:00:00,284.31,283.7,1000,85,281.43,100,0.13,10000,9.06,19.09,210,1.0,,,500,Rain,light rain,10d
Dublin 1,2025-02-22 12:03:53,2025-02-23 15:00:00,283.8,283.09,1001,83,280.67,100,0.06,10000,9.31,15.42,211,1.0,,,500,Rain,light rain,10d
Dublin 1,2025-02-22 12:03:53,2025-02-23 16:00:00,283.56,282.8,1001,82,280.31,100,0.1,10000,8.74,16.04,210,0.8,,,804,Clouds,overcast clouds,04d
Dublin 1,2025-02-22 12:03:53,2025-02-23 17:00:00,283.45,282.68,1001,82,280.23,80,0.0,10000,9.12,16.9,215,0.8,,,803,Clouds,broken clouds,04d
Dublin 1,2025-02-22 12:03:53,2025-02-23 18:00:00,283.08,279.49,1001,82,279.77,72,0.0,10000,9.0,16.38,215,0.8,,,803,Clouds,broken clouds,04n
Dublin 1,2025-02-22 12:03:53,2025-02-23 19:00:00,282.76,279.04,1002,82,279.52,0,0.0,10000,9.11,16.77,216,0.0,,,800,Clear,clear sky,01n
Dublin 1,2025-02-22 12:03:53,2025-02-23 20:00:00,282.4,278.63,1002,82,279.22,32,0.0,10000,8.87,16.75,219,0.0,,,802,Clouds,scattered clouds,03n
Dublin 1,2025-02-22 12:03:53,2025-02-23 21:00:00,282.17,278.43,1003,83,278.89,56,0.0,10000,8.47,16.2,219,0.0,,,803,Clouds,broken clouds,04n
Dublin 1,2025-02-22 12:03:53,2025-02-23 22:00:00,281.99,278.19,1004,82,278.65,67,0.0,10000,8.46,16.36,220,0.0,,,803,Clouds,broken clouds,04n
Dublin 1,2025-02-22 12:03:53,2025-02-23 23:00:00,281.54,277.77,1004,83,278.45,54,0.0,10000,7.86,15.7,220,0.0,,,803,Clouds,broken clouds,04n
Dublin 1,2025-02-22 12:03:53,2025-02-24 00:00:00,281.37,277.58,1004,84,278.31,43,0.0,10000,7.74,15.4,220,0.0,,,802,Clouds,scattered clouds,03n
Dublin 1,2025-02-22 12:03:53,2025-02-24 01:00:00,281.43,277.83,1004,83,278.26,100,0.0,10000,7.15,14.82,227,0.0,,,804,Clouds,overcast clouds,04n
Dublin 1,2025-02-22 12:03:53,2025-02-24 02:00:00,281.05,277.32,1005,83,277.92,82,0.0,10000,7.22,14.91,227,0.0,,,803,Clouds,broken clouds,04n
Dublin 1,2025-02-22 12:03:53,2025-02-24 03:00:00,280.63,277.02,1005,84,277.71,58,0.0,10000,6.48,14.37,228,0.0,,,803,Clouds,broken clouds,04n
Dublin 1,2025-02-22 12:03:53,2025-02-24 04:00:00,280.35,276.66,1005,85,277.54,43,0.0,10000,6.51,14.19,230,0.0,,,802,Clouds,scattered clouds,03n
Dublin 1,2025-02-22 12:03:53,2025-02-24 05:00:00,280.2,276.43,1005,84,277.31,35,0.0,10000,6.61,14.13,230,0.0,,,802,Clouds,scattered clouds,03n
Dublin 1,2025-02-22 12:03:53,2025-02-24 06:00:00,280.03,276.37,1005,84,276.97,31,0.0,10000,6.16,13.65,228,0.0,,,802,Clouds,scattered clouds,03n
Dublin 1,2025-02-22 12:03:53,2025-02-24 07:00:00,280.07,276.48,1006,83,277.02,13,0.0,10000,6.0,13.2,230,0.0,,,801,Clouds,few clouds,02n
Dublin 1,2025-02-22 12:03:53,2025-02-24 08:00:00,280.08,276.61,1006,84,277.21,15,0.09,10000,5.7,12.88,232,0.0,,,801,Clouds,few clouds,02d
Dublin 1,2025-02-22 12:03:53,2025-02-24 09:00:00,280.64,277.41,1007,83,277.55,23,0.33,10000,5.46,11.85,233,0.0,,,801,Clouds,few clouds,02d
Dublin 1,2025-02-22 12:03:53,2025-02-24 10:00:00,281.54,278.7,1007,80,277.87,36,0.64,10000,5.07,10.79,238,0.0,,,802,Clouds,scattered clouds,03d
Dublin 1,2025-02-22 12:03:53,2025-02-24 11:00:00,282.24,279.55,1008,74,277.36,47,1.0,10000,5.13,9.14,241,0.0,,,802,Clouds,scattered clouds,03d
Dublin 1,2025-02-22 13:04:49,2025-02-22 13:00:00,285.53,284.6,1010,68,279.8,40,1.14,10000,5.98,9.04,250,0.0,,,802,Clouds,scattered clouds,03d
Dublin 1,2025-02-22 13:04:49,2025-02-22 14:00:00,285.29,284.31,1010,67,279.35,33,0.92,10000,5.6,8.79,248,0.0,,,802,Clouds,scattered clouds,03d
Dublin 1,2025-02-22 13:04:49,2025-02-22 15:00:00,285.05,284.05,1010,67,279.12,26,0.6,10000,5.01,8.84,243,0.0,,,802,Clouds,scattered clouds,03d
Dublin 1,2025-02-22 13:04:49,2025-02-22 16:00:00,284.52,283.54,1011,70,279.25,20,0.28,10000,4.47,8.47,240,0.0,,,801,Clouds,few clouds,02d
Dublin 1,2025-02-22 13:04:49,2025-02-22 17:00:00,283.28,282.28,1012,74,278.86,13,0.0,10000,3.93,8.51,229,0.0,,,801,Clouds,few clouds,02d
Dublin 1,2025-02-22 13:04:49,2025-02-22 18:00:00,280.9,278.66,1014,81,277.54,5,0.0,10000,3.5,8.41,221,0.0,,,800,Clear,clear sky,01n
Dublin 1,2025-02-22 13:04:49,2025-02-22 19:00:00,279.95,277.79,1014,87,277.43,11,0.0,10000,3.04,7.43,206,0.0,,,801,Clouds,few clouds,02n
Dublin 1,2025-02-22 13:04:49,2025-02-22 20:00:00,279.57,277.32,1014,88,277.25,5,0.0,10000,3.06,4.99,185,0.0,,,800,Clear,clear sky,01n
Dublin 1,2025-02-22 13:04:49,2025-02-22 21:00:00,279.36,277.12,1014,89,277.24,6,0.0,10000,2.99,4.11,181,0.0,,,800,Clear,clear sky,01n
Dublin 1,2025-02-22 13:04:49,2025-02-22 22:00:00,279.81,277.33,1014,83,276.77,11,0.0,10000,3.51,7.95,188,0.0,,,801,Clouds,few clouds,02n
Dublin 1,2025-02-22 13:04:49,2025-02-22 23:00:00,279.74,277.23,1014,80,276.17,24,0.0,10000,3.53,7.7,178,0.0,,,801,Clouds,few clouds,02n
Dublin 1,2025-02-22 13:04:49,2025-02-23 00:00:00,279.93,277.02,1013,81,276.49,22,0.0,10000,4.34,9.81,176,0.0,,,801,Clouds,few clouds,02n
Dublin 1,2025-02-22 13:04:49,2025-02-23 01:00:00,280.62,277.64,1013,80,276.92,99,0.0,10000,4.84,11.74,175,0.0,,,804,Clouds,overcast clouds,04n
Dublin 1,2025-02-22 13:04:49,2025-02-23 02:00:00,281.49,278.17,1012,78,277.41,99,0.0,10000,6.32,15.28,177,0.0,,,804,Clouds,overcast clouds,04n
Dublin 1,2025-02-22 13:04:49,2025-02-23 03:00:00,282.28,278.66,1010,76,277.93,99,0.0,10000,8.13,18.21,180,0.0,,,804,Clouds,overcast clouds,04n
Dublin 1,2025-02-22 13:04:49,2025-02-23 04:00:00,282.91,279.22,1009,74,278.19,100,0.0,10000,9.18,20.51,184,0.0,,,804,Clouds,overcast clouds,04n
Dublin 1,2025-02-22 13:04:49,2025-02-23 05:00:00,282.83,278.93,1007,77,278.51,100,0.0,10000,10.02,21.09,187,0.2,,,500,Rain,light rain,10n
Dublin 1,2025-02-22 13:04:49,2025-02-23 06:00:00,282.56,278.31,1006,79,278.66,100,0.0,10000,11.3,23.13,185,0.29,,,500,Rain,light rain,10n
Dublin 1,2025-02-22 13:04:49,2025-02-23 07:00:00,282.67,278.44,1005,82,279.39,100,0.0,10000,11.4,23.02,180,0.6,,,500,Rain,light rain,10n
Dublin 1,2025-02-22 13:04:49,2025-02-23 08:00:00,282.96,278.98,1003,86,280.39,100,0.01,7015,10.61,23.62,182,1.0,,,501,Rain,moderate rain,10d
Dublin 1,2025-02-22 13:04:49,2025-02-23 09:00:00,283.59,282.96,1002,87,281.04,100,0.07,8211,10.26,22.71,186,1.0,,,501,Rain,moderate rain,10d
Dublin 1,2025-02-22 13:04:49,2025-02-23 10:00:00,284.06,283.48,1001,87,281.55,100,0.07,6716,10.14,22.17,186,1.0,,,501,Rain,moderate rain,10d
Dublin 1,2025-02-22 13:04:49,2025-02-23 11:00:00,284.55,283.99,1001,86,281.91,100,0.14,6821,10.25,23.15,192,1.0,,,501,Rain,moderate rain,10d
Dublin 1,2025-02-22 13:04:49,2025-02-23 12:00:00,284.99,284.5,1000,87,282.5,100,0.15,10000,9.9,23.96,193,1.0,,,501,Rain,moderate rain,10d
Dublin 1,2025-02-22 13:04:49,2025-02-23 13:00:00,285.14,284.69,1000,88,282.75,100,0.24,10000,11.62,20.24,209,1.0,,,501,Rain,moderate rain,10d
Dublin 1,2025-02-22 13:04:49,2025-02-23 14:00:00,284.31,283.7,1000,85,281.43,100,0.13,10000,9.06,19.09,210,1.0,,,500,Rain,light rain,10d
Dublin 1,2025-02-22 13:04:49,2025-02-23 15:00:00,283.8,283.09,1001,83,280.67,100,0.06,10000,9.31,15.42,211,1.0,,,500,Rain,light rain,10d
Dublin 1,2025-02-22 13:04:49,2025-02-23 16:00:00,283.56,282.8,1001,82,280.31,100,0.1,10000,8.74,16.04,210,0.8,,,804,Clouds,overcast clouds,04d
Dublin 1,2025-02-22 13:04:49,2025-02-23 17:00:00,283.45,282.68,1001,82,280.23,80,0.0,10000,9.12,16.9,215,0.8,,,803,Clouds,broken clouds,04d
Dublin 1,2025-02-22 13:04:49,2025-02-23 18:00:00,283.08,279.49,1001,82,279.77,72,0.0,10000,9.0,16.38,215,0.8,,,803,Clouds,broken clouds,04n
Dublin 1,2025-02-22 13:04:49,2025-02-23 19:00:00,282.76,279.04,1002,82,279.52,0,0.0,10000,9.11,16.77,216,0.0,,,800,Clear,clear sky,01n
Dublin 1,2025-02-22 13:04:49,2025-02-23 20:00:00,282.4,278.63,1002,82,279.22,32,0.0,10000,8.87,16.75,219,0.0,,,802,Clouds,scattered clouds,03n
Dublin 1,2025-02-22 13:04:49,2025-02-23 21:00:00,282.17,278.43,1003,83,278.89,56,0.0,10000,8.47,16.2,219,0.0,,,803,Clouds,broken clouds,04n
Dublin 1,2025-02-22 13:04:49,2025-02-23 22:00:00,281.99,278.19,1004,82,278.65,67,0.0,10000,8.46,16.36,220,0.0,,,803,Clouds,broken clouds,04n
Dublin 1,2025-02-22 13:04:49,2025-02-23 23:00:00,281.54,277.77,1004,83,278.45,54,0.0,10000,7.86,15.7,220,0.0,,,803,Clouds,broken clouds,04n
Dublin 1,2025-02-22 13:04:49,2025-02-24 00:00:00,281.37,277.58,1004,84,278.31,43,0.0,10000,7.74,15.4,220,0.0,,,802,Clouds,scattered clouds,03n
Dublin 1,2025-02-22 13:04:49,2025-02-24 01:00:00,281.43,277.83,1004,83,278.26,100,0.0,10000,7.15,14.82,227,0.0,,,804,Clouds,overcast clouds,04n
Dublin 1,2025-02-22 13:04:49,2025-02-24 02:00:00,281.05,277.32,1005,83,277.92,82,0.0,10000,7.22,14.91,227,0.0,,,803,Clouds,broken clouds,04n
Dublin 1,2025-02-22 13:04:49,2025-02-24 03:00:00,280.63,277.02,1005,84,277.71,58,0.0,10000,6.48,14.37,228,0.0,,,803,Clouds,broken clouds,04n
Dublin 1,2025-02-22 13:04:49,2025-02-24 04:00:00,280.35,276.66,1005,85,277.54,43,0.0,10000,6.51,14.19,230,0.0,,,802,Clouds,scattered clouds,03n
Dublin 1,2025-02-22 13:04:49,2025-02-24 05:00:00,280.2,276.43,1005,84,277.31,35,0.0,10000,6.61,14.13,230,0.0,,,802,Clouds,scattered clouds,03n
Dublin 1,2025-02-22 13:04:49,2025-02-24 06:00:00,280.03,276.37,1005,84,276.97,31,0.0,10000,6.16,13.65,228,0.0,,,802,Clouds,scattered clouds,03n
Dublin 1,2025-02-22 13:04:49,2025-02-24 07:00:00,280.07,276.48,1006,83,277.02,13,0.0,10000,6.0,13.2,230,0.0,,,801,Clouds,few clouds,02n
Dublin 1,2025-02-22 13:04:49,2025-02-24 08:00:00,280.08,276.61,1006,84,277.21,15,0.09,10000,5.7,12.88,232,0.0,,,801,Clouds,few clouds,02d
Dublin 1,2025-02-22 13:04:49,2025-02-24 09:00:00,280.64,277.41,1007,83,277.55,23,0.33,10000,5.46,11.85,233,0.0,,,801,Clouds,few clouds,02d
Dublin 1,2025-02-22 13:04:49,2025-02-24 10:00:00,281.54,278.7,1007,80,277.87,36,0.64,10000,5.07,10.79,238,0.0,,,802,Clouds,scattered clouds,03d
Dublin 1,2025-02-22 13:04:49,2025-02-24 11:00:00,282.24,279.55,1008,74,277.36,47,1.0,10000,5.13,9.14,241,0.0,,,802,Clouds,scattered clouds,03d
Dublin 1,2025-02-22 13:04:49,2025-02-24 12:00:00,283.08,280.56,1008,65,276.44,40,1.22,10000,5.26,7.94,239,0.0,,,802,Clouds,scattered clouds,03d
Dublin 1,2025-02-22 14:05:44,2025-02-22 14:00:00,285.91,284.91,1011,64,279.28,40,0.92,10000,5.6,8.79,248,0.0,,,802,Clouds,scattered clouds,03d
Dublin 1,2025-02-22 14:05:44,2025-02-22 15:00:00,285.6,284.6,1011,65,279.21,33,0.6,10000,5.01,8.84,243,0.0,,,802,Clouds,scattered clouds,03d
Dublin 1,2025-02-22 14:05:44,2025-02-22 16:00:00,285.08,284.08,1011,67,279.15,26,0.28,10000,4.47,8.47,240,0.0,,,802,Clouds,scattered clouds,03d
Dublin 1,2025-02-22 14:05:44,2025-02-22 17:00:00,284.0,282.99,1012,71,278.96,20,0.0,10000,3.93,8.51,229,0.0,,,801,Clouds,few clouds,02d
Dublin 1,2025-02-22 14:05:44,2025-02-22 18:00:00,281.9,279.87,1013,78,278.28,12,0.0,10000,3.5,8.41,221,0.0,,,801,Clouds,few clouds,02n
Dublin 1,2025-02-22 14:05:44,2025-02-22 19:00:00,279.95,277.79,1014,87,277.43,11,0.0,10000,3.04,7.43,206,0.0,,,801,Clouds,few clouds,02n
Dublin 1,2025-02-22 14:05:44,2025-02-22 20:00:00,279.57,277.32,1014,88,277.25,5,0.0,10000,3.06,4.99,185,0.0,,,800,Clear,clear sky,01n
Dublin 1,2025-02-22 14:05:44,2025-02-22 21:00:00,279.36,277.12,1014,89,277.24,6,0.0,10000,2.99,4.11,181,0.0,,,800,Clear,clear sky,01n
Dublin 1,2025-02-22 14:05:44,2025-02-22 22:00:00,279.81,277.33,1014,83,276.77,11,0.0,10000,3.51,7.95,188,0.0,,,801,Clouds,few clouds,02n
Dublin 1,2025-02-22 14:05:44,2025-02-22 23:00:00,279.74,277.23,1014,80,276.17,24,0.0,10000,3.53,7.7,178,0.0,,,801,Clouds,few clouds,02n
Dublin 1,2025-02-22 14:05:44,2025-02-23 00:00:00,279.93,277.02,1013,81,276.49,22,0.0,10000,4.34,9.81,176,0.0,,,801,Clouds,few clouds,02n
Dublin 1,2025-02-22 14:05:44,2025-02-23 01:00:00,280.62,277.64,1013,80,276.92,99,0.0,10000,4.84,11.74,175,0.0,,,804,Clouds,overcast clouds,04n
Dublin 1,2025-02-22 14:05:44,2025-02-23 02:00:00,281.49,278.17,1012,78,277.41,99,0.0,10000,6.32,15.28,177,0.0,,,804,Clouds,overcast clouds,04n
Dublin 1,2025-02-22 14:05:44,2025-02-23 03:00:00,282.28,278.66,1010,76,277.93,99,0.0,10000,8.13,18.21,180,0.0,,,804,Clouds,overcast clouds,04n
Dublin 1,2025-02-22 14:05:44,2025-02-23 04:00:00,282.91,279.22,1009,74,278.19,100,0.0,10000,9.18,20.51,184,0.0,,,804,Clouds,overcast clouds,04n
Dublin 1,2025-02-22 14:05:44,2025-02-23 05:00:00,282.83,278.93,1007,77,278.51,100,0.0,10000,10.02,21.09,187,0.2,,,500,Rain,light rain,10n
Dublin 1,2025-02-22 14:05:44,2025-02-23 06:00:00,282.56,278.31,1006,79,278.66,100,0.0,10000,11.3,23.13,185,0.29,,,500,Rain,light rain,10n
Dublin 1,2025-02-22 14:05:44,2025-02-23 07:00:00,282.67,278.44,1005,82,279.39,100,0.0,10000,11.4,23.02,180,0.6,,,500,Rain,light rain,10n
Dublin 1,2025-02-22 14:05:44,2025-02-23 08:00:00,282.96,278.98,1003,86,280.39,100,0.01,7015,10.61,23.62,182,1.0,,,501,Rain,moderate rain,10d
